Opportunity.Id,Opportunity.Days.To.Close,Opportunity.Status,Industry,partnerFlag,PPG,Area,Opportunity.Size,Fee.Type,Deal.Type,Segment,Solution.Area,ClusteredArea,Standard.Offering.Type,Discount_percentage,Time-Period
7-NAVWLKILB,85,Lost,Smart Spaces,No Partner,On Prem Productivity,Australia,"31,452",FF,3,Commercial Enterprise,Modern Workplace,APAC,Custom,64,P-24
7-LBVXGHPNW,133,Won,National Government,No Partner,Windows 10,MEA,"172,443",T&M,4,Public Sector Enterprise,Modern Workplace,MEA,Custom,63,P-22
7-PQUABJQXU,63,Lost,Chemicals & Agrochemicals,Partner,Dynamics 365 Operations,United States,"521,771",T&M,3,Commercial Enterprise,Business Applications,North America,Custom,63,P-24
7-LA5MVR5FY,232,Lost,Energy,No Partner,Azure Security and Identity,United States,"514,225",FF,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,North America,Custom,25,P-22
7-NXVTBKFE7,36,Lost,National Government,No Partner,Azure and Edge Apps,UK,"177,837",FF,4,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,86,P-7
7-PMZ3XKRXA,250,Lost,National Government,No Partner,O365 Cloud Productivity,United States,"824,430",FF,5,Strategic Public Sector,Modern Workplace,North America,Full MSO,51,P-22
7-LPNFT5GME,66,Lost,Chemicals & Agrochemicals,No Partner,Azure and Edge Apps,Greater China,"701,323",FF,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,22,P-23
7-MBAZT5RFT,121,Lost,National Government,No Partner,Windows 10,MEA,"483,754",FF,3,"Small, Medium & Corporate Government",Modern Workplace,MEA,Custom,84,P-3
7-MNEKGW5DI,79,Lost,Retailers,No Partner,On Prem Infra,Central and Eastern Europe,"359,013",FF,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,58,P-15
7-LVI6QMNCR,116,Lost,Chemicals & Agrochemicals,No Partner,On Prem Data Platform,Central and Eastern Europe,"107,948",T&M,5,"Small, Medium & Corporate Commercial",Data & AI,Europe,Custom,74,P-20
7-LROZSPB64,64,Lost,Professional Services,No Partner,Dynamics 365 Customer Engagement,Western Europe,"743,876",T&M,5,Commercial Enterprise,Business Applications,Europe,Custom,89,P-9
7-M4IJIAZYJ,132,Lost,Nonprofit,No Partner,Azure Data & AI,Unknown,"984,348",FF,5,"Small, Medium & Corporate Education",Data & AI,Unknown,Full SO,46,P-9
7-LYRX4BYSN,78,Lost,Media & Entertainment,No Partner,Azure and Edge Apps,United States,"131,106",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,65,P-15
7-MSRRZQVOL,24,Lost,Smart Spaces,No Partner,Azure and Edge Infra,APAC,"861,809",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,47,P-23
7-NU5CU7UPW,148,Lost,Banking & Capital Markets,No Partner,Azure Security and Identity,Latam,"66,447",FF,5,Public Sector Enterprise,Applications & Infrastructure,Latam,Custom,40,P-27
7-NQJUV3TN5,18,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,MEA,"423,371",T&M,5,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,44,P-16
7-PLDY4BQ4X,106,Lost,Discrete Manufacturing,No Partner,Windows 10,United States,"78,942",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,73,P-16
7-L6OIUHRJT,200,Won,Professional Services,No Partner,O365 Cloud Productivity,Canada,"498,334",FF,5,Commercial Enterprise,Modern Workplace,North America,Custom,1,P-20
7-PMXTHTSE7,9,Lost,Smart Spaces,Partner,Azure Security and Identity,United States,"438,993",T&M,4,Commercial Enterprise,Applications & Infrastructure,North America,Custom,67,P-3
7-LMMJS4BYH,179,Lost,Banking & Capital Markets,No Partner,Azure Security and Identity,MEA,"828,641",FF,5,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,14,P-11
7-MPPOGZB6D,16,Lost,Retailers,No Partner,Windows 10,United States,"878,141",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,19,P-8
7-M3UG2MTLW,71,Lost,Health Provider,Partner,On Prem Analytics,United States,"224,859",T&M,4,Commercial Enterprise,Data & AI,North America,Custom,41,P-7
7-N7CF5ARA6,51,Won,Other - Unsegmented,No Partner,Windows 10,United States,"729,588",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Full MSO,88,P-8
7-OVSHLPBWA,106,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,France,"507,591",Mixed,4,Commercial Enterprise,Modern Workplace,Europe,Custom,88,P-11
7-LBTJJL26B,47,Won,National Government,No Partner,O365 Cloud Productivity,Western Europe,"408,499",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,17,P-11
7-NECZJXQKM,343,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Latam,"297,034",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Latam,Custom,10,P-26
7-LRQQJJGLC,292,Lost,Higher Education,No Partner,EMS,Western Europe,"254,039",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,61,P-21
7-OSTOQ4BV2,309,Lost,Partner Professional Services,No Partner,Azure and Edge Infra,Canada,"844,211",FF,3,Commercial Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,65,P-16
7-LYZSTDK5F,43,Lost,Discrete Manufacturing,No Partner,Azure and Edge Apps,APAC,"213,166",T&M,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,2,P-22
7-NWCXTP3HM,315,Lost,National Government,No Partner,Azure and Edge Apps,Western Europe,"852,536",T&M,4,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,37,P-23
7-LD6TTBJVY,52,Lost,National Government,No Partner,On Prem Security and Identity,United States,"592,713",FF,3,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,11,P-26
7-LRWQM5B2B,88,Lost,Discrete Manufacturing,No Partner,EMS,Germany,"166,701",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,17,P-3
7-MF2NQRWI7,43,Won,Chemicals & Agrochemicals,No Partner,On Prem Infra,Central and Eastern Europe,"725,229",T&M Cap,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,8,P-25
7-MQ4VMR4BG,59,Won,Banking & Capital Markets,No Partner,Windows 10,MEA,"124,678",FF,4,Commercial Enterprise,Modern Workplace,MEA,Custom,47,P-26
7-MPMAF7NEW,41,Lost,Energy,No Partner,Azure Security and Identity,MEA,"477,501",FF,3,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,76,P-12
7-NMB3ZMCZC,76,Lost,National Government,No Partner,Azure Security and Identity,United States,"455,323",T&M,4,"Small, Medium & Corporate Government",Applications & Infrastructure,North America,Custom,79,P-9
7-PKLUOINRI,80,Lost,Health Provider,No Partner,Azure Security and Identity,United States,"932,630",FF,3,"Small, Medium & Corporate Commercial",Applications & Infrastructure,North America,Custom,39,P-6
7-OCS7RWGHP,82,Lost,Higher Education,No Partner,Azure Data & AI,United States,"680,289",T&M,2,Public Sector Enterprise,Data & AI,North America,Custom,41,P-20
7-PQNWCJNVG,144,Won,Discrete Manufacturing,No Partner,On Prem Security and Identity,UK,"839,084",T&M,3,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Custom,28,P-25
7-OYYIVQGOK,221,Lost,Chemicals & Agrochemicals,No Partner,O365 Cloud Productivity,Greater China,"766,308",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,APAC,Mixed Custom/SO/MSO,22,P-2
7-OLKL3EGEE,69,Lost,Discrete Manufacturing,No Partner,On Prem Apps,United States,"430,402",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,71,P-15
7-LVAZIITWN,96,Won,Consumer Goods,No Partner,Azure Data & AI,Western Europe,"801,812",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,87,P-13
7-NV5QWGZTH,31,Lost,National Government,No Partner,Azure and Edge Apps,United States,"908,443",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,76,P-27
7-NWCQFCEIO,51,Lost,Travel & Transportation,No Partner,EMS,Western Europe,"482,458",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,29,P-13
7-L63JG2FL5,143,Lost,Banking & Capital Markets,No Partner,Azure Security and Identity,Western Europe,"207,706",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,48,P-2
7-N4XUI72UN,192,Lost,National Government,No Partner,Azure Security and Identity,MEA,"395,868",FF,2,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,20,P-24
7-LNWRCZHOM,183,Lost,Chemicals & Agrochemicals,No Partner,Azure and Edge Infra,Western Europe,"900,216",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,56,P-17
7-MBSRNOFCE,74,Lost,Travel & Transportation,No Partner,Azure Data & AI,France,"296,620",T&M,3,Commercial Enterprise,Data & AI,Europe,Custom,73,P-2
7-NY2R3HRF7,26,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,MEA,"370,474",FF,3,Commercial Enterprise,Modern Workplace,MEA,Mixed Custom/SO/MSO,66,P-4
7-OQUHYQXNK,279,Lost,National Government,No Partner,Azure Data & AI,Western Europe,"420,080",T&M,4,Public Sector Enterprise,Data & AI,Europe,Custom,34,P-14
7-OYKBX6CAM,191,Lost,National Government,No Partner,O365 Cloud Productivity,MEA,"469,791",FF,2,Public Sector Enterprise,Modern Workplace,MEA,Custom,23,P-28
7-OWKDADGQ7,26,Won,Forestry & Fishing,No Partner,O365 Cloud Productivity,Western Europe,"891,543",Mixed,5,Commercial Enterprise,Modern Workplace,Europe,Custom,27,P-23
7-NGVHB6RAA,175,Lost,Consumer Goods,No Partner,Windows 10,Latam,"230,611",T&M,5,Commercial Enterprise,Modern Workplace,Latam,Custom,35,P-7
7-MOFNZJXQJ,56,Lost,Discrete Manufacturing,No Partner,Windows 10,Germany,"670,239",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,23,P-3
7-OKOQY6QFC,127,Lost,National Government,Partner,On Prem Apps,Greater China,"164,674",FF,3,Public Sector Enterprise,Applications & Infrastructure,APAC,Full MSO,19,P-6
7-P74UMA7EV,44,Lost,Other - Unsegmented,Partner,O365 Cloud Productivity,Western Europe,"299,994",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Full MSO,22,P-25
7-PU3LIY3IX,74,Lost,Discrete Manufacturing,Partner,Azure Data & AI,United States,"113,339",T&M,5,Commercial Enterprise,Data & AI,North America,Full MSO,59,P-22
7-M5YZOLSYH,15,Won,Chemicals & Agrochemicals,No Partner,On Prem Analytics,Central and Eastern Europe,"777,673",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,8,P-10
7-M6DEIB2VW,13,Lost,Banking & Capital Markets,No Partner,On Prem Infra,Western Europe,"963,633",T&M,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,5,P-28
7-MOGLOYD7C,55,Won,Professional Services,No Partner,O365 Cloud Productivity,Western Europe,"162,674",FF,4,Strategic Enterprise,Modern Workplace,Europe,Custom,34,P-14
7-OCFYLB2SM,65,Won,National Government,No Partner,O365 Cloud Productivity,Western Europe,"348,474",T&M,5,"Small, Medium & Corporate Government",Modern Workplace,Europe,Custom,5,P-21
7-NGIKSCV4N,15,Lost,Partner Professional Services,No Partner,Dynamics 365 Customer Engagement,Central and Eastern Europe,"83,727",T&M Cap,4,"Small, Medium & Corporate Commercial",Business Applications,Europe,Custom,44,P-25
7-MRHXUTUVA,372,Lost,Unknown,No Partner,Azure and Edge Infra,Western Europe,"458,385",Unknown,5,"Small, Medium & Corporate Government",Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,24,P-21
7-PG6D7QIYD,12,Lost,Travel & Transportation,No Partner,Windows 10,Latam,"596,718",Unknown,5,Strategic Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,30,P-21
7-NGOZVJJYN,172,Lost,Partner Professional Services,No Partner,On Prem Analytics,Western Europe,"227,412",T&M,5,"Small, Medium & Corporate Commercial",Data & AI,Europe,Custom,70,P-27
7-LUS73B5VF,321,Lost,Unknown,No Partner,Windows 10,Unknown,"62,797",T&M,4,"Small, Medium & Corporate Commercial",Modern Workplace,Unknown,Custom,35,P-18
7-M427PI2IC,162,Lost,Banking & Capital Markets,No Partner,On Prem Productivity,Unknown,"567,622",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,Unknown,Custom,30,P-5
7-Q4BW6BWFA,13,Lost,Unknown,No Partner,Dynamics 365 Operations,Unknown,"964,076",T&M,4,"Small, Medium & Corporate Commercial",Business Applications,Unknown,Custom,15,P-27
7-N6JC24CCD,11,Won,Professional Services,No Partner,O365 Cloud Productivity,Unknown,"779,778",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Unknown,Custom,30,P-8
7-PUA5SWWZ6,85,Lost,Banking & Capital Markets,No Partner,Azure Data & AI,France,"319,954",FF,2,Strategic Enterprise,Data & AI,Europe,Custom,3,P-6
7-MB2H657H3,56,Won,Insurance,No Partner,On Prem Productivity,Germany,"848,805",Mixed,5,Strategic Enterprise,Modern Workplace,Europe,Custom,60,P-15
7-LXI2CDU47,47,Won,Smart Spaces,No Partner,O365 Cloud Productivity,Western Europe,"684,544",FF,5,Commercial Enterprise,Modern Workplace,Europe,Custom,41,P-25
7-M6FNZISR6,143,Won,Banking & Capital Markets,No Partner,On Prem Productivity,Japan,"45,788",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,14,P-21
7-N6UP6NHQJ,93,Won,Banking & Capital Markets,No Partner,On Prem Security and Identity,Japan,"362,327",FF,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,28,P-24
7-LOCG7YBGG,191,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Japan,"319,769",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,79,P-18
7-ND63XN75C,69,Won,Banking & Capital Markets,No Partner,Azure and Edge Infra,Japan,"346,509",FF,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,21,P-4
7-OX7VWSBHU,45,Won,Banking & Capital Markets,No Partner,Azure Data & AI,Japan,"997,603",FF,5,Strategic Enterprise,Data & AI,APAC,Custom,44,P-10
7-NSTFIFT4O,83,Lost,Local Regional Government,No Partner,On Prem Security and Identity,UK,"115,884",T&M,3,Strategic Public Sector,Applications & Infrastructure,Europe,Custom,56,P-21
7-OSXD3XQG2,95,Won,Retailers,No Partner,Azure and Edge Apps,Greater China,"401,181",T&M Cap,3,"Small, Medium & Corporate Commercial",Applications & Infrastructure,APAC,Custom,62,P-10
7-MWVMAK5LY,123,Won,Banking & Capital Markets,Partner,O365 Cloud Productivity,Japan,"315,982",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,69,P-15
7-OD47BCGCI,95,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Japan,"327,352",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,9,P-20
7-N2GUV5FYA,162,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Japan,"32,347",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,74,P-23
7-P4G2KRRRQ,256,Lost,Defense & Intelligence,No Partner,Azure Data & AI,United States,"24,089",FF,3,Strategic Public Sector,Data & AI,North America,Full SO,38,P-2
7-P5BLLUOMK,62,Lost,Discrete Manufacturing,No Partner,Azure and Edge Infra,Western Europe,"62,544",Unknown,5,Strategic Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,12,P-16
7-OHGJLHTGT,49,Won,National Government,No Partner,Azure Data & AI,MEA,"489,328",FF,2,Public Sector Enterprise,Data & AI,MEA,Custom,65,P-16
7-PW5YDA54G,79,Lost,Discrete Manufacturing,No Partner,Dynamics On Prem CRM,Greater China,"404,243",FF,2,"Small, Medium & Corporate Commercial",Business Applications,APAC,Custom,25,P-13
7-O2GR6MEHZ,53,Lost,Media & Entertainment,No Partner,O365 Cloud Productivity,Western Europe,"308,980",FF,4,Strategic Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,85,P-15
7-LC6UT7DPV,302,Lost,Partner Professional Services,No Partner,Dynamics On Prem CRM,Unknown,"741,589",FF,5,"Small, Medium & Corporate Commercial",Business Applications,Unknown,Full MSO,12,P-1
7-L4FLZOT3J,120,Lost,Health Provider,No Partner,O365 Cloud Productivity,United States,"558,610",T&M,5,Strategic Enterprise,Modern Workplace,North America,Custom,20,P-19
7-OHSGCT26D,16,Won,Consumer Goods,No Partner,Azure and Edge Infra,Western Europe,"982,011",Unknown,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,10,P-23
7-PVH6U7WNR,149,Won,National Government,No Partner,O365 Cloud Productivity,Germany,"24,884",T&M,5,Public Sector Enterprise,Modern Workplace,Europe,Custom,65,P-2
7-LTPOV67GL,8,Lost,Discrete Manufacturing,No Partner,Azure Security and Identity,Germany,"960,284",Unknown,5,Commercial Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,36,P-16
7-MOFFI43MP,223,Lost,Discrete Manufacturing,No Partner,EMS,Germany,"54,625",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,73,P-3
7-MDUXOOPO4,83,Won,Chemicals & Agrochemicals,No Partner,On Prem Infra,United States,"452,607",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,54,P-14
7-LNYUWZ4QF,315,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Germany,"437,324",FF,5,Strategic Enterprise,Modern Workplace,Europe,Custom,37,P-24
7-LPEHBFUJC,31,Won,Discrete Manufacturing,No Partner,Dynamics On Prem ERP,Australia,"224,271",T&M,5,"Small, Medium & Corporate Commercial",Business Applications,APAC,Custom,81,P-12
7-MVB3RTVCO,211,Won,Health Provider,No Partner,Azure and Edge Infra,United States,"25,085",FF,4,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,90,P-25
7-LQG6CSXXO,231,Lost,Travel & Transportation,No Partner,O365 Cloud Productivity,Western Europe,"312,813",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,40,P-6
7-MKWTKCFJU,69,Won,Insurance,No Partner,Azure and Edge Infra,France,"828,588",T&M Cap,4,Strategic Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,35,P-12
7-M7BLAPOYM,18,Won,Smart Spaces,No Partner,Other,France,"957,603",T&M,3,Strategic Enterprise,Unknown,Europe,Custom,6,P-18
7-M2PLSBOKS,98,Won,National Government,No Partner,Dynamics 365 Customer Engagement,France,"34,537",T&M,5,Strategic Public Sector,Business Applications,Europe,Custom,18,P-10
7-LNNCEKX3Q,113,Won,Discrete Manufacturing,No Partner,Windows 10,France,"504,133",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,67,P-6
7-MWWU73VMG,32,Lost,Telecommunications,No Partner,On Prem Productivity,Central and Eastern Europe,"692,941",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,70,P-8
7-NY56LBIXV,141,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Central and Eastern Europe,"456,440",Mixed,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,27,P-21
7-N46WBMPRO,6,Won,Retailers,Partner,Azure and Edge Apps,MEA,"847,521",FF,3,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,86,P-22
7-L3ZSLU3NW,264,Won,Insurance,No Partner,O365 Cloud Productivity,Greater China,"585,863",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,41,P-9
7-P526QCZE2,93,Won,National Government,No Partner,On Prem Apps,Central and Eastern Europe,"774,781",FF,3,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,26,P-21
7-NU2KRYMSV,273,Lost,National Government,Partner,On Prem Apps,Central and Eastern Europe,"940,356",T&M,5,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,44,P-9
7-LPPT5563J,73,Won,National Government,Partner,On Prem Security and Identity,Central and Eastern Europe,"902,017",T&M,3,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,54,P-11
7-OR43OYCOV,61,Won,Travel & Transportation,No Partner,Azure and Edge Apps,Central and Eastern Europe,"173,694",FF,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,49,P-18
7-OJ72DT6D5,193,Won,Travel & Transportation,No Partner,EMS,Central and Eastern Europe,"451,347",FF,4,Commercial Enterprise,Modern Workplace,Europe,Custom,6,P-20
